x,y,time
263,260,54469
122,237,54599
374,200,54730
118,140,54860
177,318,54991
17,269,55121
253,204,55251
23,152,55382
208,94,55512
142,224,55643
331,174,55773
109,86,55904
253,204,56034
297,64,56164
440,192,56294
234,110,56425
387,201,56686
153,280,56947
73,144,57208
394,92,57469
14,335,57730
374,268,57991
211,288,58512
143,138,58904
319,269,59034
478,134,59295
81,221,59556
205,55,59947
143,139,60338
143,139,60469
323,243,60599
55,170,60991
224,286,61382
224,286,61512
64,72,61643
102,311,62034
26,157,62425
200,293,62556
326,159,62686
437,324,62947
433,32,63208
324,172,63469
34,238,63730
181,321,63860
22,228,64121
210,73,64512
264,217,64773
380,342,65034
380,342,65295
406,179,65556
311,37,65817
204,235,66077
55,53,66338
44,203,66860
451,73,71034
346,112,71164
431,173,71295
444,191,71686
198,247,72077
107,167,72208
29,288,72338
12,309,72730
241,22,73121
332,152,73382
269,317,73643
142,233,73773
383,319,74034
128,328,74164
474,67,75208
444,178,75338
336,132,75469
323,116,75860
111,337,76251
239,315,76382
162,183,76512
152,168,76904
334,333,77295
399,229,77425
392,230,77491
386,233,77556
447,328,77686
456,153,77817
112,198,78208
376,46,78860
297,77,78991
329,155,79121
407,124,79251
276,65,79382
192,140,79512
85,107,79643
74,128,80034
282,270,80425
387,214,80556
449,319,80686
458,331,81077
217,188,81469
430,125,81730
211,95,81991
264,288,82121
154,198,82512
290,90,83556
394,183,83686
463,86,83817
291,189,84077
479,73,84208
393,301,84469
394,183,84599
280,297,84730
232,149,84860
143,223,85121
238,134,85251
86,43,85512
36,199,85643
156,146,85773
150,142,85838
143,139,85904
8,106,86034
141,253,86164
462,288,86556
429,197,87077
432,187,87143
435,177,87208
437,167,87273
439,157,87338
440,146,87404
441,135,87469
390,35,87730
303,127,87860
194,82,87991
281,30,88251
171,82,88382
108,185,88643
37,106,88773
46,276,88904
214,163,89034
182,269,89295
222,148,89425
376,210,89686
128,133,89817
262,242,90077
150,232,90338
292,86,90469
467,139,90730
395,252,90860
285,63,91904
386,22,92034
463,96,92164
362,142,92425
482,109,92556
372,312,92817
251,257,92947
180,357,93077
348,207,93208
173,178,93469
363,212,93599
271,44,93860
273,181,93991
461,112,94121
455,108,94186
449,104,94251
184,113,94382
336,58,94512
92,66,94773
146,217,94904
491,280,95425
482,274,95491
472,271,95556
462,268,95621
452,266,95686
442,264,95751
431,263,95817
349,321,96077
246,280,96208
161,359,96338
131,232,96599
141,365,96730
26,240,96991
153,130,97121
189,298,97251
46,143,97382
223,201,97643
29,136,97773
137,21,98034
296,127,98164
19,219,98425
354,290,98686
189,242,98817
329,25,99077
304,144,99208
365,195,99730
375,194,99795
385,192,99860
394,190,99925
403,187,99991
412,183,100056
421,179,100121
430,174,100186
439,169,100251
