x,y,time
416,0,41425
496,272,41556
416,0,41686
268,190,41817
152,24,42077
0,376,42338
480,192,42599
208,112,42860
256,384,43121
304,24,43251
116,192,43382
304,272,43512
208,112,43643
144,384,43773
304,272,43904
256,0,44164
208,360,44295
396,192,44425
208,112,44556
304,272,44686
368,0,44817
208,112,44947
256,384,45208
304,24,45338
116,192,45469
396,192,45599
208,24,45730
396,192,45860
114,320,45991
397,63,46251
76,24,46512
448,384,46773
96,328,47034
344,248,47164
117,192,47295
117,192,47425
256,32,47686
16,196,47817
176,376,47947
344,248,48077
168,136,48338
448,304,48469
176,376,48599
336,0,48860
0,144,49121
256,40,49251
88,304,49382
176,0,49512
296,282,49643
432,192,49904
432,192,50164
256,144,50425
368,80,50686
164,64,50817
304,232,50947
104,232,51077
248,376,51208
456,384,51469
200,40,51730
256,264,51991
384,144,52121
104,192,52251
216,376,52512
280,192,52643
176,24,52773
200,256,52904
320,376,53034
352,144,53164
111,324,53295
88,152,53425
320,248,53556
296,72,53686
216,208,53817
416,232,53947
256,376,54077
296,72,54208
57,40,54338
16,170,54469
74,302,54599
205,343,54730
295,71,54860
407,95,54991
465,201,55121
441,313,55252
144,192,55382
256,144,55512
368,192,55643
216,264,55773
208,268,55838
200,272,55904
56,192,56034
25,334,56164
176,104,56295
334,251,56425
160,192,56686
456,144,56947
256,16,57077
312,272,57208
384,40,57338
128,40,57469
200,272,57599
56,144,57730
256,16,57860
456,144,57991
344,376,58251
256,192,58382
112,240,58512
376,256,58773
104,12,59034
256,288,59295
256,96,59425
24,192,59556
312,192,59817
128,80,59947
16,320,60077
144,280,60208
256,344,60338
384,304,60469
456,120,60599
208,32,60860
328,192,60991
176,376,61121
56,328,61251
16,200,61382
80,88,61512
136,264,61643
408,224,61904
256,384,62034
176,160,62164
360,360,62295
256,144,62425
152,360,62556
376,151,62686
136,233,62947
215,72,63208
297,311,63469
328,0,63730
256,192,63860
328,0,63991
328,0,64121
475,184,64251
424,296,64512
488,72,64643
240,120,64773
256,192,64904
272,264,65034
96,368,65295
152,192,65556
8,64,65817
184,40,66077
360,16,66338
464,24,67121
488,120,67251
464,24,67512
488,120,67643
312,280,68164
280,376,68295
312,280,68556
280,376,68686
280,376,68947
176,344,69077
176,344,69143
176,344,69208
176,344,69469
64,384,69730
32,240,69860
192,16,71295
160,112,71425
192,16,71686
160,112,71817
352,184,72338
384,280,72469
352,184,72730
384,280,72860
384,280,73121
256,240,73382
128,192,73643
152,280,73773
152,280,74034
88,360,74164
512,80,75208
400,136,76773
256,80,76904
312,192,77034
336,32,77164
176,32,77295
0,320,78860
120,368,78991
256,328,79121
392,368,79251
512,320,79382
256,24,80947
208,104,81469
256,216,82512
262,325,83556
384,104,83817
352,328,83947
96,280,84077
208,152,84208
176,376,84338
16,80,84599
264,32,84860
96,192,84991
392,304,85121
369,124,85251
190,147,85382
212,326,85512
448,200,85643
256,40,85773
256,40,85838
256,40,85904
300,326,86034
369,124,86164
56,192,86425
336,224,86556
144,152,86686
192,384,86947
71,370,87077
48,376,87143
24,384,87208
96,256,87469
16,144,87599
78,27,87730
320,128,87991
144,112,88121
256,384,88251
384,224,88382
208,208,88512
480,144,88773
256,80,89034
336,320,89164
376,104,89295
176,144,89425
256,384,89555
360,224,89686
120,240,89817
440,384,90077
256,192,90338
480,40,90469
344,384,90730
256,192,90860
256,336,91121
144,120,91251
40,248,91382
285,55,91643
256,336,91904
112,184,92164
160,384,92295
256,192,92425
8,136,92556
56,336,92686
456,48,92947
256,192,93208
440,160,93338
225,18,93469
53,52,93599
85,226,93730
256,192,93860
128,368,93991
184,104,94121
184,104,94186
184,104,94251
256,288,94382
78,220,94512
256,192,94773
16,288,94904
256,376,95034
496,184,95295
384,32,95425
368,40,95491
352,48,95556
280,152,95817
192,40,95947
80,120,96077
184,360,96338
24,304,96469
256,216,96599
488,304,96730
328,360,96860
360,16,97121
472,80,97382
256,24,97512
168,192,97643
296,136,97773
80,80,97904
192,376,98164
320,8,98425
416,320,98686
306,306,98817
256,192,99077
16,256,99208
48,272,99338
144,384,99469
176,368,99599
144,192,99730
141,184,99795
139,176,99860
137,170,99925
135,162,99990
133,154,100056
130,146,100121
128,138,100186
127,131,100251
