x,y,time
366,112,29686
170,373,29817
293,14,30077
323,312,30208
161,111,30338
415,359,30599
86,200,30730
376,200,30860
48,103,31121
442,132,31251
235,232,31382
228,133,31904
182,186,32425
307,175,32947
149,119,33077
383,86,33208
167,260,33338
65,59,33469
264,345,33860
162,241,33991
415,175,34251
50,269,34512
313,276,34643
18,132,34773
183,331,34904
494,93,35295
311,296,35425
142,26,35556
176,306,35947
61,93,36338
245,243,36469
317,65,36599
50,258,36860
354,302,36991
126,182,37251
239,343,37382
492,212,37512
50,258,37643
132,81,38034
247,357,38164
330,157,38295
50,258,38425
331,62,38686
47,57,39077
404,161,39208
249,283,39469
480,78,39599
346,358,39730
24,120,40121
189,114,40251
92,27,40512
342,133,40643
45,286,40773
453,105,41164
189,28,41425
426,213,41556
164,374,41686
321,47,41817
490,94,42208
183,234,42338
453,193,42599
181,105,42730
89,319,42860
210,10,43251
34,77,43643
334,146,43773
71,275,43904
293,20,44164
366,273,44295
164,127,44556
411,46,44686
73,36,44817
287,174,44947
38,151,45208
276,290,45338
79,56,45599
223,209,45730
55,342,45860
294,16,45991
130,285,46251
426,322,46512
410,73,46643
300,265,46773
469,187,47034
216,331,47164
264,104,47295
439,297,47425
171,22,47817
76,287,47947
411,131,48077
118,147,48208
267,358,48338
56,56,48599
152,256,48730
176,67,48860
35,238,48991
49,43,49121
158,269,49252
185,55,49382
26,249,49513
113,93,49643
111,106,49708
110,120,49773
108,134,49838
107,147,49903
106,161,49969
104,175,50034
103,189,50099
102,203,50164
448,308,50425
319,46,50686
452,172,50817
179,167,50947
328,294,51208
68,330,51469
428,134,51599
126,244,51730
361,218,51860
192,154,51991
303,301,52121
114,246,52251
201,50,52512
397,137,52773
310,333,53034
288,34,53295
264,371,53556
82,187,53817
461,215,54077
174,103,54338
331,274,54469
256,71,54599
247,303,54730
338,110,54860
167,267,54991
368,192,55121
136,183,55252
331,274,55382
174,103,55513
247,303,55643
256,71,55774
167,267,55904
338,110,56035
136,183,56165
368,192,56296
67,123,56425
237,368,56686
275,15,56947
445,261,57208
135,198,57469
348,325,57599
361,109,57730
108,206,57860
240,337,57991
430,246,58382
111,173,58512
354,192,58773
167,330,59034
225,111,59164
312,288,59295
198,223,59425
319,31,59556
96,293,59947
418,265,60338
96,189,60469
307,362,60599
14,91,60991
270,37,61382
211,256,61512
506,139,61643
101,259,62034
321,249,62295
152,162,62425
251,356,62556
165,44,62686
403,262,62947
326,27,63208
186,357,63469
44,143,63730
299,326,63860
183,54,64121
61,28,64512
364,126,64643
244,288,64773
221,184,64904
199,81,65034
199,81,65295
221,184,65556
244,288,65817
332,166,66077
116,201,66338
439,326,66860
470,207,66991
317,232,67121
243,215,67512
93,79,67904
140,213,68034
21,227,68164
40,297,68556
313,78,68947
335,170,69077
304,167,69143
274,164,69208
295,262,69338
417,213,69469
219,82,69730
146,234,69860
31,190,70512
0,121,70643
68,92,70773
98,158,70904
266,40,71034
153,93,71164
229,208,71295
242,281,71686
476,119,72077
453,255,72208
391,170,72338
349,232,72730
277,216,73121
205,231,73382
266,323,73643
139,331,73773
306,77,74164
441,311,75208
453,229,75338
465,147,75469
449,73,75860
187,250,76251
123,196,76382
81,266,76512
32,209,76904
246,66,77295
168,12,77425
151,46,77491
152,83,77556
216,160,77686
316,137,77817
119,177,78077
333,214,78208
230,268,78860
191,332,78991
124,365,79121
50,353,79251
296,229,79382
370,225,79512
434,263,79643
461,194,80034
280,59,80425
224,156,80556
112,104,80686
94,177,81077
20,163,81469
167,163,81730
88,285,81991
252,247,82121
437,42,82512
382,341,83556
186,236,83686
319,137,83817
235,357,84077
195,132,84208
321,30,84469
97,121,84599
397,121,84730
107,27,84860
83,262,85121
206,77,85251
18,161,85512
263,192,85643
147,297,85773
141,271,85838
135,245,85904
154,122,86034
278,293,86164
45,300,86425
385,243,86556
306,117,87077
346,130,87143
321,102,87208
330,144,87274
341,109,87338
310,137,87404
346,130,87469
306,116,87535
330,144,87599
321,102,87665
326,124,87730
136,107,87991
9,212,88251
220,251,88382
320,322,88643
138,335,88773
211,145,88904
321,344,89034
73,259,89295
401,234,89425
488,319,89686
259,132,89817
60,99,90077
174,40,90338
142,240,90469
7,201,90730
264,214,90860
360,121,91251
465,258,91382
352,99,91643
90,119,91904
278,149,92034
182,269,92164
209,24,92425
274,288,92556
73,251,92817
341,192,92947
191,100,93077
291,305,93208
312,83,93469
185,255,93599
433,202,93860
156,142,93991
309,54,94121
312,83,94186
315,112,94251
200,43,94382
436,92,94512
229,142,94773
499,244,94904
64,304,95425
28,245,95491
69,191,95556
132,213,95621
128,280,95686
104,269,95751
85,249,95817
71,226,95882
60,201,95947
54,175,96012
54,148,96077
331,58,96338
277,231,96599
440,140,96730
216,147,96991
390,227,97121
111,243,97251
199,43,97382
249,327,97643
389,87,97773
100,139,98034
385,226,98164
135,302,98425
380,104,98686
220,45,98817
416,286,99208
452,298,99274
430,273,99339
438,311,99405
448,279,99469
419,304,99535
452,298,99600
416,285,99664
432,297,99730
401,325,99795
364,342,99860
323,349,99925
281,347,99991
240,337,100056
202,321,100121
168,297,100186
146,262,100251
